,Node1,Relation,Node2,Subject,Label,Entity
855,France-Inter,CLOSELY_RELATED_TO,crowdsourcing creative work,[],[],[]
856,Fnac,CLOSELY_RELATED_TO,crowdsourcing creative work,"['French_brands', 'Multinational_companies_headquartered_in_France', 'Music_retailers', 'Companies_established_in_1954', 'Bookstores_of_France', 'Kering_brands']",['Fnac'],['SociÃ©tÃ© anonyme']
857,Bibliothèque historique de la ville de Paris,CLOSELY_RELATED_TO,crowdsourcing creative work,[],[],[]
858,Linus Torvalds,CLOSELY_RELATED_TO,crowdsourcing creative work,"['1969_births', 'Academics_of_the_University_of_Helsinki', 'American_atheists', 'American_bloggers', 'American_computer_programmers', 'American_people_of_Finnish_descent', 'American_software_engineers', 'Finnish_atheists', 'Finnish_bloggers', 'Finnish_computer_programmers', 'Finnish_emigrants_to_the_United_States', 'Free_software_programmers', 'Linux_kernel_programmers', 'Linux_people', 'Living_people', 'Open_source_people', 'People_from_Helsinki', 'People_from_Multnomah_County,_Oregon', 'People_in_information_technology', 'Swedish-speaking_Finns', 'University_of_Helsinki_alumni', 'Writers_from_Helsinki']",['Linus Torvalds'],['person']
859,Linux,CLOSELY_RELATED_TO,crowdsourcing creative work,"['Linux', '1991_software', 'Computing_platforms', 'Cross-platform_software', 'Unix_variants']",['Linux'],['software']
860,Hollywood Stock Exchange,CLOSELY_RELATED_TO,crowdsourcing creative work,[],[],[]
861,Marillion,CLOSELY_RELATED_TO,crowdsourcing creative work,"['British_post-punk_music_groups', 'Marillion', 'Musical_groups_established_in_1979', 'Art_rock_musical_groups', 'Articles_which_contain_graphical_timelines', 'British_progressive_rock_groups', 'British_rock_music_groups']",['Marillion'],['organisation']
862,Search for extraterrestrial intelligence,CLOSELY_RELATED_TO,crowdsourcing creative work,"['Astrobiology', 'Distributed_computing_projects', 'Extraterrestrial_life', 'Radio_astronomy', 'Search_for_extraterrestrial_intelligence']",['Search for extraterrestrial intelligence'],['Activity100407535']
863,"University of California, Berkeley",CLOSELY_RELATED_TO,crowdsourcing creative work,"['Educational_institutions_established_in_1868', 'National_Register_of_Historic_Places_in_Berkeley,_California', 'School_buildings_on_the_National_Register_of_Historic_Places_in_California', 'Universities_and_colleges_in_Alameda_County,_California', 'University_and_college_buildings_on_th...ster_of_Historic_Places_in_California', 'University_of_California', 'Berkeley,_California', 'California_Historical_Landmarks', 'Flagship_universities_in_the_United_States', 'Land-grant_universities_and_colleges', 'Schools_accredited_by_the_Western_Association_of_Schools_and_Colleges', 'University_of_California,_Berkeley', 'V-12_Navy_College_Training_Program']","['University of California, Berkeley']",['Flagship university']
864,Radio telescopes,CLOSELY_RELATED_TO,crowdsourcing creative work,"['Astronomical_instruments', 'Radio_telescopes', 'American_inventions', 'Astronomical_imaging']",['Radio telescope'],['Thing']
865,SERENDIP,CLOSELY_RELATED_TO,crowdsourcing creative work,[],['Serendip'],['Thing']
866,JustGiving,CLOSELY_RELATED_TO,crowdsourcing creative work,"['Internet_companies_of_the_United_Kingdom', 'Companies_based_in_London', 'Online_companies', 'Fundraising_websites']",['Justgiving'],['Limited company']
867,IStockPhoto,CLOSELY_RELATED_TO,crowdsourcing creative work,"['Crowdsourcing', 'Commerce_websites', 'Stock_photography', 'Privately_held_companies_of_Canada', '2000_establishments_in_Canada', 'Companies_based_in_Calgary', 'Companies_established_in_2000', 'Getty_Images']",['IStock'],['Subsidiary']
868,Wikipedia,CLOSELY_RELATED_TO,crowdsourcing creative work,"['Internet_properties_established_in_2001', 'Wikis', 'Wikimedia_projects', 'Wikipedia', 'Collaborative_projects', '2001_establishments_in_the_United_States', 'Free_internet_encyclopedias', 'American_websites', 'Articles_containing_video_clips', 'Multilingual_websites', 'Social_information_processing', 'Virtual_communities', 'Open_content_projects', 'Creative_Commons-licensed_websites']",['Wikipedia'],['Internet encyclopedia']
869,Topcoder,CLOSELY_RELATED_TO,crowdsourcing creative work,['Programming_contests'],['TopCoder'],['Appirio']
870,OpenStreetMap,CLOSELY_RELATED_TO,crowdsourcing creative work,"['British_websites', 'Internet_properties_established_in_2004', 'Wikis_about_geography', '2004_establishments_in_the_United_Kingdom', 'OpenStreetMap']",['OpenStreetMap'],['Collaborative mapping']
871,Virtual community,CLOSELY_RELATED_TO,crowdsourcing creative work,"['Community_building', 'Community_websites', 'Social_information_processing', 'Social_software', 'Virtual_communities', 'Virtual_reality']",['Virtual community'],['broadcaster']
872,Free content,CLOSELY_RELATED_TO,crowdsourcing creative work,"['Digital_art', 'Free_content', 'Free_software']",['Free content'],['Philosophy106158346']
873,Map,CLOSELY_RELATED_TO,crowdsourcing creative work,"['Cartography', 'Geodesy', 'Geography', 'Maps']",['Map'],['work']
874,Toyota,CLOSELY_RELATED_TO,crowdsourcing creative work,"['1937_establishments_in_Japan', 'Companies_listed_on_the_Fukuoka_Stock_Exchange', 'Conglomerate_companies_established_in_1937', 'Sewing_machine_brands', 'Toyota', 'Toyota_Group', 'Vehicle_manufacturing_companies_established_in_1937', 'Belgian_Royal_Warrant_holders', 'Car_manufacturers_of_Japan', 'Companies_listed_on_the_New_York_Stock_Exchange', 'Companies_listed_on_the_Tokyo_Stock_Exchange', 'Conglomerate_companies_of_Japan', 'Defense_companies_of_Japan', 'Electric_vehicle_manufacturers', 'Japanese_brands', 'Manufacturing_companies_established_in_1937', 'Marine_engine_manufacturers', 'Military_vehicle_manufacturers', 'Motor_vehicle_manufacturers_of_Japan', 'Multinational_companies_headquartered_in_Japan', 'Nikkei_225', 'Robotics_companies', 'Technology_companies_established_in_1937']",['Toyota'],['Public company']
875,Kodak,CLOSELY_RELATED_TO,crowdsourcing creative work,"['Academy_Award_for_Technical_Achievement_winners', 'Battery_manufacturers', 'Companies_based_in_Rochester,_New_York', 'Computer_printer_companies', 'Consumer_battery_manufacturers', 'Manufacturing_companies_based_in_New_York', 'Photographic_film_makers', 'Technology_companies_established_in_1892', 'American_brands', 'Companies_listed_on_the_New_York_Stock_Exchange', 'Companies_that_have_filed_for_Chapter_11_bankruptcy', 'Electronics_companies_of_the_United_States', 'Former_components_of_the_Dow_Jones_Industrial_Average', 'Kodak', 'Organizations_awarded_an_Academy_Honorary_Award', 'Photography_companies_of_the_United_States']",['Kodak'],['Public company']
876,Waze,CLOSELY_RELATED_TO,crowdsourcing creative work,"['Crowdsourcing', 'Companies_of_Israel', 'IOS_software', 'Israeli_inventions', '2008_establishments_in_Israel', 'Route_planning_software', 'Mobile_route-planning_software', 'Navigation_system_companies', 'Software_companies_of_Israel', 'Companies_established_in_2008', 'Google_acquisitions']",['Waze'],['software']
877,GPS,CLOSELY_RELATED_TO,crowdsourcing creative work,['Global_Positioning_System'],['Global Positioning System'],['System104377057']
878,Car accidents,CLOSELY_RELATED_TO,crowdsourcing creative work,"['Collision', 'Traffic_collisions', 'Accidents']",['Traffic collision'],['disease']
879,Traffic,CLOSELY_RELATED_TO,crowdsourcing creative work,"['Road_safety', 'Road_traffic_management', 'Road_transport', 'Traffic_law', 'Articles_containing_video_clips']",['Traffic'],['Thing']
880,Collaborative journalism,CLOSELY_RELATED_TO,crowdsourcing creative work,"['Technology_in_society', 'Online_journalism']",['Collaborative journalism'],['single']
881,Citizen journalism,CLOSELY_RELATED_TO,crowdsourcing creative work,"['Citizen_journalism', 'Citizen_media', 'Technology_in_society', 'Online_journalism']",['Citizen journalism'],['Institution108053576']
882,Crowdfunding,CLOSELY_RELATED_TO,crowdsourcing creative work,"['Entrepreneurship', 'Market-based_policy_instruments', 'Financial_technology', 'Collaborative_finance', 'Internet_terminology', 'Payment_systems', 'Technology_in_society', 'Words_coined_in_the_2000s', 'Crowdfunding']",['Crowdfunding'],['company']
883,Cheating in bridge,CLOSELY_RELATED_TO,crowdsourcing creative work,"['Contract_bridge', 'Cheating']",['Cheating in bridge'],['Thing']
884,Boye Brogeland,CLOSELY_RELATED_TO,crowdsourcing creative work,[],[],[]
885,Online participation,CLOSELY_RELATED_TO,crowdsourcing creative work,"['Motivation', 'Social_psychology', 'Virtual_communities', 'Cyberpsychology']",['Online participation'],['SocialGroup107950920']
886,Citizen science,SEE_ALSO,crowdsourcing creative work,"['Crowdsourcing', 'Citizen_science', 'Human-based_computation']",['Citizen science'],['organisation']
887,Clickworkers,SEE_ALSO,crowdsourcing creative work,"['Astronomy_software', 'Digital_labor', 'Citizen_science', 'Human-based_computation', 'NASA_online']",['Clickworkers'],['Band']
888,Collaborative innovation network,SEE_ALSO,crowdsourcing creative work,"['Knowledge_engineering', 'Collaborative_projects', 'Semantic_Web', 'Social_information_processing', 'Social_networks', 'Human-based_computation']",['Collaborative innovation network'],['Activity100407535']
889,Collaborative mapping,SEE_ALSO,crowdsourcing creative work,"['Web_2.0', 'Collaborative_mapping']",['Collaborative mapping'],['anatomical structure']
890,Collective consciousness,SEE_ALSO,crowdsourcing creative work,"['Émile_Durkheim', 'Collective_intelligence', 'Crowd_psychology', 'Public_opinion', 'Sociological_terminology']",['Collective consciousness'],['Thing']
891,Collective intelligence,SEE_ALSO,crowdsourcing creative work,"['Artificial_intelligence', 'Behavioral_and_social_facets_of_systemic_risk', 'Collective_intelligence', 'Superorganisms', 'Multi-robot_systems']",['Collective intelligence'],['WikicatMulti-robotSystems']
892,Collective problem solving,SEE_ALSO,crowdsourcing creative work,[],[],[]
893,Commons-based peer production,SEE_ALSO,crowdsourcing creative work,"['Public_commons', 'Economic_systems', 'Free_software']",['Commons-based peer production'],['Philosophy106158346']
894,Crowd computing,SEE_ALSO,crowdsourcing creative work,"['Crowdsourcing', 'Social_networks']",['Crowd computing'],['Abstraction100002137']
895,Crowdcasting,SEE_ALSO,crowdsourcing creative work,['Broadcasting'],['Crowdcasting'],['road junction']
896,Crowdfixing,SEE_ALSO,crowdsourcing creative work,"['Crowdsourcing', 'Web_2.0_neologisms']",['Crowdfixing'],['Part113809207']
897,Crowdsourcing software development,SEE_ALSO,crowdsourcing creative work,"['Crowdsourcing', 'Software_development_process']",['Crowdsourcing software development'],['place']
898,Distributed thinking,SEE_ALSO,crowdsourcing creative work,['Human-based_computation'],['Human-based computation'],['topical concept']
899,Distributed Proofreaders,SEE_ALSO,crowdsourcing creative work,"['Crowdsourcing', 'Collaborative_projects', 'Distributed_computing_projects', 'Internet_properties_established_in_2000', 'Mass_digitization', 'Proofreading', 'Human-based_computation']",['Distributed Proofreaders'],['work']
900,Flash mob,SEE_ALSO,crowdsourcing creative work,"['Politics_and_technology', 'Culture_jamming_techniques', '2000s_fads_and_trends', 'Community_organizing', 'Internet_memes', 'Flash_mob']",['Flash mob'],['Band']
901,Gamification,SEE_ALSO,crowdsourcing creative work,"['Gamification', 'Gaming', 'User_interface_techniques', 'Behavioral_economics']",['Gamification'],['software']
902,Government crowdsourcing,SEE_ALSO,crowdsourcing creative work,"['Crowdsourcing', 'Open_government']",['Government crowdsourcing'],['Organization108008335']
903,Microcredit,SEE_ALSO,crowdsourcing creative work,"['United_Nations_Secretariat', 'Development_innovation_in_Bangladesh', 'Economic_development', 'Microfinance']",['Microcredit'],['software']
904,Participatory democracy,SEE_ALSO,crowdsourcing creative work,"['Direct_democracy', 'Articles_containing_video_clips', 'Democracy']",['Participatory democracy'],['Election']
905,Participatory monitoring,SEE_ALSO,crowdsourcing creative work,['Measurement'],['Participatory monitoring'],['book']
906,Smart mob,SEE_ALSO,crowdsourcing creative work,"['Behavioral_and_social_facets_of_systemic_risk', 'Collective_intelligence', 'Community_organizing', 'Crowd_psychology', 'Social_information_processing', 'Superorganisms']",['Smart mob'],['SocialGroup107950920']
907,Social collaboration,SEE_ALSO,crowdsourcing creative work,"['Collaboration', 'Social_media']",['Social collaboration'],['WikicatSocialMedia']
908,Stone Soup,SEE_ALSO,crowdsourcing creative work,"['Almeirim', 'Fictional_foods', 'Collaboration', 'Fables', 'Folklore']",['Stone Soup'],['written work']
909,Truecaller,SEE_ALSO,crowdsourcing creative work,"['Mobile_software', 'Articles_created_via_the_Article_Wizard', 'Android_(operating_system)_software', 'BlackBerry_software', 'IOS_software', 'Social_networking_services', 'Swedish_brands']",['Truecaller'],['software']
910,Virtual collective consciousness,SEE_ALSO,crowdsourcing creative work,"['Crowd_psychology', 'Social_information_processing', 'Social_networking_services', 'Cyberpsychology', 'Social_media']",['Virtual collective consciousness'],['WikicatSocialMedia']
911,Virtual volunteering,SEE_ALSO,crowdsourcing creative work,"['Volunteering', 'Digital_labor', 'Giving', 'Philanthropy', 'Civil_society']",['Virtual volunteering'],['company']
912,Wisdom of the crowd,SEE_ALSO,crowdsourcing creative work,"['Crowdsourcing', 'Social_information_processing']",['Wisdom of the crowd'],['work']
913,After the Software Wars,SEE_ALSO,browser wars,"['2009_books', 'Books_about_free_software', 'Microsoft', 'Software_development_philosophies', 'Works_about_information_economics']",['After the Software Wars'],['work']
914,Comparison of web browsers,SEE_ALSO,browser wars,"['Web_browsers', 'Web_browser_comparisons']",['Comparison of web browsers'],['Thing']
915,Usage share of web browsers,SEE_ALSO,browser wars,"['Web_browsers', 'Usage_share']",['Usage share of web browsers'],['ethnic group']
916,Web shell,CLOSELY_RELATED_TO,static web page,[],[],[]
917,Vulnerability (computing),CLOSELY_RELATED_TO,static web page,"['Web_security_exploits', 'Injection_exploits', 'Computer_security_exploits', 'Hacking_(computer_security)', 'Software_testing', 'Vulnerability', 'Security_compliance']",['Vulnerability (computing)'],['disease']
918,Web page,CLOSELY_RELATED_TO,dynamic web page,"['Website_management', 'Web_design']",['Web page'],['book']
919,Look and feel,CLOSELY_RELATED_TO,dynamic web page,"['Usability', 'User_interfaces', 'Graphical_user_interface_elements', 'Graphical_user_interfaces']",['Look and feel'],['Thing']
920,Server-side scripting,CLOSELY_RELATED_TO,dynamic web page,['Scripting_languages'],['Server-side scripting'],['topical concept']
921,Web page,CLOSELY_RELATED_TO,dynamic web page,"['Website_management', 'Web_design']",['Web page'],['book']
922,Web content,CLOSELY_RELATED_TO,dynamic web page,"['Groupware', 'Website_management', 'Content_management_systems', 'Websites']",['Web content'],['System104377057']
923,HTML form,CLOSELY_RELATED_TO,dynamic web page,"['HTML', 'HTML_tags', 'User_interface_techniques', 'World_Wide_Web', 'Form_specification_languages']",['Form (HTML)'],['Technique105665146']
924,Uniform Resource Locator,CLOSELY_RELATED_TO,dynamic web page,"['1994_introductions', 'Identifiers', 'Uniform_Resource_Locator']",['Uniform Resource Locator'],['village']
925,State (computer science),CLOSELY_RELATED_TO,dynamic web page,"['Cognition', 'Models_of_computation']",['State (computer science)'],['Whole100003553']
926,Static web page,SEE_ALSO,dynamic web page,['Web_development'],['Static web page'],['work']
927,Dynamic HTML,SEE_ALSO,dynamic web page,['HTML'],['Dynamic HTML'],['Series108457976']
928,Dynamic Cascading Style Sheets,SEE_ALSO,dynamic web page,[],[],[]
929,Responsive Web Design,SEE_ALSO,dynamic web page,"['Responsive_web_design', 'Usability', 'User_interfaces', 'Human–computer_interaction', 'Web_design', 'Words_coined_in_the_2010s', '2010_introductions', 'Mobile_Web']",['Responsive web design'],['organisation']
930,Deep web (search indexing),SEE_ALSO,dynamic web page,"['Internet_search_engines', 'Internet_terminology', 'World_Wide_Web', 'Words_coined_in_the_2000s']",['Deep web'],['CodingSystem106353757']
931,Web template system,SEE_ALSO,dynamic web page,"['Template_engines', 'Scripting_languages', 'Web_design']",['Web template system'],['WikicatTemplateEngines']
932,Solution stack,SEE_ALSO,dynamic web page,['Web_frameworks'],['Solution stack'],['Concept105835747']
933,LAMP (software bundle),SEE_ALSO,dynamic web page,[],[],[]
934,LYME (software bundle),SEE_ALSO,dynamic web page,[],[],[]
935,LYCE (software bundle),SEE_ALSO,dynamic web page,[],[],[]
936,LAMP (software bundle),SEE_ALSO,dynamic web page,[],[],[]
937,LYME (software bundle),SEE_ALSO,dynamic web page,[],[],[]
938,LYCE (software bundle),SEE_ALSO,dynamic web page,[],[],[]
939,Content management system,SEE_ALSO,dynamic web page,"['Website_management', 'Content_management_systems', 'Information_systems', 'Records_management', 'Records_management_technology']",['Content management system'],['software']
940,Web content management system,SEE_ALSO,dynamic web page,"['Website_management', 'Content_management_systems']",['Web content management system'],['System104377057']
941,Graphic design occupations,SEE_ALSO,graphic designers,"['Communication_design', 'Graphic_design', 'Visual_arts_occupations']",['Graphic design occupations'],['Activity100407535']
942,Mood board,SEE_ALSO,graphic designers,"['Posters', 'Design']",['Mood board'],['artwork']
943,Value judgment,CLOSELY_RELATED_TO,aesthetics,"['Value_(ethics)', '20th-century_philosophy', 'Axiology', 'Concepts_in_ethics', 'Continental_philosophy', 'Political_concepts', 'Social_concepts', 'Social_constructionism']",['Value judgment'],['Thing']
944,Evolutionary aesthetics,CLOSELY_RELATED_TO,aesthetics,"['Aesthetics', 'Evolutionary_psychology', 'Human_evolution', 'Sociobiology']",['Evolutionary aesthetics'],['PsychologicalFeature100023100']
945,Applied aesthetics,CLOSELY_RELATED_TO,aesthetics,"['Aesthetics', 'Applied_philosophy']",['Applied aesthetics'],['software']
946,Theosophy and visual arts,SEE_ALSO,aesthetics,[],[],[]
947,Art periods,SEE_ALSO,aesthetics,"['Art_history', 'Art_movements']",['Art periods'],['military conflict']
948,History of aesthetics before the 20th century,SEE_ALSO,aesthetics,[],[],[]
949,Medieval aesthetics,SEE_ALSO,aesthetics,[],[],[]
950,Mise en scène,SEE_ALSO,aesthetics,[],[],[]
951,Theory of art,SEE_ALSO,aesthetics,['Theories_of_aesthetics'],['Theory of art'],['Process105701363']
952,Complementary colors,CLOSELY_RELATED_TO,color theory,"['Artistic_techniques', 'Color', 'Composition_in_visual_art']",['Complementary colors'],['figure skater']
953,Tints and shades,CLOSELY_RELATED_TO,color theory,['Color'],['Tints and shades'],['chemical substance']
954,Additive color,SEE_ALSO,color theory,"['Color', 'Color_space']",['Additive color'],['colour']
955,Charles Albert Keeley,SEE_ALSO,color theory,[],[],[]
956,Color Field,SEE_ALSO,color theory,"['American_contemporary_art', 'Abstract_art', 'Abstract_expressionism', 'Art_movements', 'Modern_art', 'Western_art', 'American_art_movements']",['Color Field'],['SocialGroup107950920']
957,Color mixing,SEE_ALSO,color theory,"['Color', 'Light']",['Color mixing'],['Technique105665146']
958,Color psychology,SEE_ALSO,color theory,"['Psychology', 'Color_in_culture']",['Color psychology'],['book']
959,Color scheme,SEE_ALSO,color theory,"['Color', 'Colour_schemes']",['Color scheme'],['race horse']
960,Color wheel,SEE_ALSO,color theory,"['Color_scales', 'Color']",['Color wheel'],['organisation']
961,Color charge,SEE_ALSO,color theory,"['Gluons', 'Quantum_chromodynamics']",['Color charge'],['building']
962,Complementary colors,SEE_ALSO,color theory,"['Artistic_techniques', 'Color', 'Composition_in_visual_art']",['Complementary colors'],['figure skater']
963,HSV color space,SEE_ALSO,color theory,[],[],[]
964,On Vision and Colors,SEE_ALSO,color theory,[],[],[]
965,Paint sheen,SEE_ALSO,color theory,"['Interior_design', 'Painting_materials']",['Paint sheen'],['Part113809207']
966,Quantum chromodynamics,SEE_ALSO,color theory,"['Concepts_in_physics', 'Particle_physics', 'Quantum_chromodynamics', 'Quantum_field_theory']",['Quantum chromodynamics'],['work']
967,Subtractive color,SEE_ALSO,color theory,"['Color', 'Color_space']",['Subtractive color'],['Technique105665146']
968,Tints and shades,SEE_ALSO,color theory,['Color'],['Tints and shades'],['chemical substance']
969,Shape,CLOSELY_RELATED_TO,composition (visual arts),"['Geometric_shapes', 'Elementary_geometry', 'Morphology', 'Structure']",['Shape'],['Thing']
970,Color,CLOSELY_RELATED_TO,composition (visual arts),"['Color', 'Image_processing', 'Qualia', 'Vision']",['Color'],['building']
971,Texture (visual arts),CLOSELY_RELATED_TO,composition (visual arts),"['Artistic_techniques', 'Photographic_techniques', 'Sculpture_techniques']",['Texture (visual arts)'],['organisation']
972,Lightness (color),CLOSELY_RELATED_TO,composition (visual arts),"['Color', 'Photometry', 'Vision']",['Lightness'],['Thing']
973,Space,CLOSELY_RELATED_TO,composition (visual arts),"['Geometry', 'Nothing', 'Space', 'Spacetime', 'Topology']",['Space'],['disease']
974,Harmony,CLOSELY_RELATED_TO,composition (visual arts),"['Auditory_perception', 'Concepts_in_aesthetics', 'Harmony']",['Harmony'],['Thing']
975,Field of view,CLOSELY_RELATED_TO,composition (visual arts),"['Ophthalmology', 'Neurology', 'Science_of_photography', 'Vision']",['Field of view'],['disease']
976,Cropping,CLOSELY_RELATED_TO,composition (visual arts),"['Artistic_techniques', 'Composition_in_visual_art', 'Film_and_video_technology', 'Photographic_techniques']",['Cropping (image)'],['Technique105665146']
977,Golden section,CLOSELY_RELATED_TO,composition (visual arts),"['Composition_in_visual_art', 'Euclidean_plane_geometry', 'Golden_ratio', 'History_of_geometry', 'Mathematical_constants', 'Periodic_continued_fractions', 'Quadratic_irrational_numbers', 'Visual_arts_theory']",['Golden ratio'],['Technique105665146']
978,Rule of thirds,CLOSELY_RELATED_TO,composition (visual arts),"['Composition_in_visual_art', 'Photographic_techniques', 'Rules_of_thumb']",['Rule of thirds'],['Technique105665146']
979,Composition (visual arts),CLOSELY_RELATED_TO,composition (visual arts),"['Artistic_techniques', 'Composition_in_visual_art', 'Photographic_techniques']",['Composition (visual arts)'],['Technique105665146']
980,Lighting,CLOSELY_RELATED_TO,composition (visual arts),"['Architectural_elements', 'Garden_features', 'Lighting']",['Lighting'],['Thing']
981,Perspective (graphical),CLOSELY_RELATED_TO,composition (visual arts),"['Perspective_projection', 'Composition_in_visual_art', 'Functions_and_mappings', 'Technical_drawing']",['Perspective (graphical)'],['Relation100031921']
982,Rule of thirds,CLOSELY_RELATED_TO,composition (visual arts),"['Composition_in_visual_art', 'Photographic_techniques', 'Rules_of_thumb']",['Rule of thirds'],['Technique105665146']
983,Lead room,CLOSELY_RELATED_TO,composition (visual arts),"['Composition_in_visual_art', 'Photographic_techniques', 'Rules_of_thumb']",['Lead room'],['Technique105665146']
984,Duccio,CLOSELY_RELATED_TO,composition (visual arts),"['1310s_deaths', 'Sienese_painters', '13th-century_Italian_painters', '13th-century_births', '14th-century_Italian_painters', 'Gothic_painters', 'Italian_male_painters', 'People_from_Siena', 'Paintings_by_Duccio', 'Trecento_painters']",['Duccio'],['person']
985,Geertgen tot Sint Jans,CLOSELY_RELATED_TO,composition (visual arts),"['1495_deaths', '1460s_births', 'Artists_from_Haarlem', 'Artists_from_Leiden', 'Early_Netherlandish_painters', 'Roman_Catholic_Church_painters']",['Geertgen tot Sint Jans'],['person']
986,Guercino,CLOSELY_RELATED_TO,composition (visual arts),"['1666_deaths', 'People_from_the_Province_of_Ferrara', '1591_births', '17th-century_Italian_painters', 'Bolognese_painters', 'Italian_Baroque_painters', 'Italian_male_painters']",['Guercino'],['person']
987,Rembrandt,CLOSELY_RELATED_TO,composition (visual arts),"['1606_births', 'Dutch_portrait_painters', 'Dutch_engravers', 'Dutch_Golden_Age_printmakers', '1669_deaths', 'Artists_from_Amsterdam', 'Artists_from_Leiden', 'Dutch_Christians', 'Dutch_Golden_Age_painters', 'Leiden_University_alumni', 'Rembrandt', 'Members_of_the_Amsterdam_Guild_of_Saint_Luke']",['Rembrandt'],['person']
988,Miksang,SEE_ALSO,composition (visual arts),"['Tibetan_Buddhist_art_and_culture', 'Tibetan_words_and_phrases', 'Photographic_techniques', 'Spirituality', 'Shambhala_Vision']",['Miksang'],['Food']
989,New Epoch Notation Painting,SEE_ALSO,composition (visual arts),[],[],[]
990,Page layout,SEE_ALSO,composition (visual arts),"['Page_layout', 'Book_arts', 'Communication_design', 'Composition_in_visual_art', 'Graphic_design']",['Page layout'],['Creation103129123']
991,CLACL,SEE_ALSO,composition (visual arts),[],[],[]
992,Bookmark (digital),CLOSELY_RELATED_TO,cross-browser,[],[],[]
993,Browser extension,CLOSELY_RELATED_TO,cross-browser,"['Software_add-ons', 'Web_browsers']",['Browser extension'],['CodingSystem106353757']
994,Private browsing,CLOSELY_RELATED_TO,cross-browser,['Web_browsers'],['Privacy mode'],['work']
995,Browser synchronization,CLOSELY_RELATED_TO,cross-browser,[],[],[]
996,HTML,CLOSELY_RELATED_TO,cross-browser,"['1990_introductions', 'Articles_with_example_code', 'HTML', 'Markup_languages', 'Open_formats', 'Technical_communication', 'World_Wide_Web_Consortium_standards']",['HTML'],['language']
997,HTML5,CLOSELY_RELATED_TO,cross-browser,"['1990_introductions', 'Articles_with_example_code', 'HTML', 'Markup_languages', 'Open_formats', 'Technical_communication', 'World_Wide_Web_Consortium_standards']",['HTML'],['language']
998,HTML5,CLOSELY_RELATED_TO,cross-browser,"['1990_introductions', 'Articles_with_example_code', 'HTML', 'Markup_languages', 'Open_formats', 'Technical_communication', 'World_Wide_Web_Consortium_standards']",['HTML'],['language']
999,Cascading Style Sheets,CLOSELY_RELATED_TO,cross-browser,"['Stylesheet_languages', 'Typesetting_programming_languages', 'Cascading_Style_Sheets', '1996_introductions', 'Web_design', 'World_Wide_Web_Consortium_standards']",['Cascading Style Sheets'],['language']
1000,Document Object Model,CLOSELY_RELATED_TO,cross-browser,"['Application_programming_interfaces', 'HTML', 'Object_models', 'World_Wide_Web_Consortium_standards', 'XML-based_standards']",['Document Object Model'],['convention']
1001,JavaScript,CLOSELY_RELATED_TO,cross-browser,"['1995_introductions', 'American_inventions', 'Articles_with_example_JavaScript_code', 'Cross-platform_software', 'Dynamically_typed_programming_languages', 'Functional_languages', 'JavaScript', 'Object-based_programming_languages', 'Programming_languages_created_in_1995', 'Programming_languages_with_an_ISO_standard', 'Prototype-based_programming_languages', 'Scripting_languages', 'Web_programming']",['JavaScript'],['language']
1002,Indexed Database API,CLOSELY_RELATED_TO,cross-browser,[],[],[]
1003,Web storage,CLOSELY_RELATED_TO,cross-browser,"['Internet_privacy', 'World_Wide_Web_Consortium_standards']",['Web storage'],['software']
1004,WebAssembly,CLOSELY_RELATED_TO,cross-browser,[],[],[]
1005,WebGL,CLOSELY_RELATED_TO,cross-browser,"['Web_development', '3D_graphics_APIs', 'Cross-platform_software', 'Graphics_libraries', 'Graphics_standards', 'OpenGL', 'WebGL']",['WebGL'],['software']
1006,Indexed Database API,CLOSELY_RELATED_TO,cross-browser,[],[],[]
1007,Web storage,CLOSELY_RELATED_TO,cross-browser,"['Internet_privacy', 'World_Wide_Web_Consortium_standards']",['Web storage'],['software']
1008,WebAssembly,CLOSELY_RELATED_TO,cross-browser,[],[],[]
1009,WebGL,CLOSELY_RELATED_TO,cross-browser,"['Web_development', '3D_graphics_APIs', 'Cross-platform_software', 'Graphics_libraries', 'Graphics_standards', 'OpenGL', 'WebGL']",['WebGL'],['software']
1010,HTML5,CLOSELY_RELATED_TO,cross-browser,"['1990_introductions', 'Articles_with_example_code', 'HTML', 'Markup_languages', 'Open_formats', 'Technical_communication', 'World_Wide_Web_Consortium_standards']",['HTML'],['language']
1011,Indexed Database API,CLOSELY_RELATED_TO,cross-browser,[],[],[]
1012,Web storage,CLOSELY_RELATED_TO,cross-browser,"['Internet_privacy', 'World_Wide_Web_Consortium_standards']",['Web storage'],['software']
1013,WebAssembly,CLOSELY_RELATED_TO,cross-browser,[],[],[]
1014,WebGL,CLOSELY_RELATED_TO,cross-browser,"['Web_development', '3D_graphics_APIs', 'Cross-platform_software', 'Graphics_libraries', 'Graphics_standards', 'OpenGL', 'WebGL']",['WebGL'],['software']
1015,Hypertext Transfer Protocol,CLOSELY_RELATED_TO,cross-browser,[],[],[]
1016,HTTP/2,CLOSELY_RELATED_TO,cross-browser,[],[],[]
1017,HTTP/3,CLOSELY_RELATED_TO,cross-browser,[],[],[]
1018,HTTP cookie,CLOSELY_RELATED_TO,cross-browser,"['Computer_access_control', 'Internet_privacy', 'Web_security_exploits', 'Hypertext_Transfer_Protocol', 'Wikipedia_articles_with_ASCII_art', 'Hypertext_Transfer_Protocol_headers']",['HTTP cookie'],['musical work']
