,Node1,Relation,Node2
590,hidden markov model,SUBJECT,bioinformatics
591,random process,CLOSELY_RELATED_TO,statistical data type
592,random process,SUBJECT,statistical data types
593,random process,SUBJECT,statistical models
594,random process,SUBJECT,stochastic processes
595,random process,SUBJECT,telecommunication theory
596,time series,CLOSELY_RELATED_TO,statistical data type
597,time series,SUBJECT,time series analysis
598,bayes network,CLOSELY_RELATED_TO,statistical data type
599,bayes network,SUBJECT,bayesian networks
600,bayes network,SUBJECT,networks
601,bayes network,SUBJECT,statistical models
602,bayes network,SUBJECT,graphical models
603,graphical model,CLOSELY_RELATED_TO,statistical data type
604,graphical model,SUBJECT,bayesian statistics
605,graphical model,SUBJECT,statistical models
606,graphical model,SUBJECT,graphical models
607,graph (discrete mathematics),CLOSELY_RELATED_TO,statistical data type
608,graph (discrete mathematics),SUBJECT,graph theory
609,conditional distribution,CLOSELY_RELATED_TO,statistical data type
610,conditional distribution,SUBJECT,types of probability distributions
611,conditional distribution,SUBJECT,probability theory
612,multilevel model,CLOSELY_RELATED_TO,statistical data type
613,multilevel model,SUBJECT,analysis of variance
614,multilevel model,SUBJECT,statistical models
615,linear regression,CLOSELY_RELATED_TO,statistical data type
616,linear regression,SUBJECT,articles with inconsistent citation formats
617,linear regression,SUBJECT,estimation theory
618,linear regression,SUBJECT,parametric statistics
619,linear regression,SUBJECT,regression analysis
620,random tree (disambiguation),CLOSELY_RELATED_TO,statistical data type
621,random tree (disambiguation),SUBJECT,trees (graph theory)
622,random tree (disambiguation),SUBJECT,probabilistic data structures
623,random tree (disambiguation),SUBJECT,random graphs
624,tree structure,CLOSELY_RELATED_TO,statistical data type
625,tree structure,SUBJECT,trees (data structures)
626,parsing,CLOSELY_RELATED_TO,statistical data type
627,parsing,SUBJECT,parsing
628,parsing,SUBJECT,algorithms on strings
629,parsing,SUBJECT,compiler construction
630,probabilistic context-free grammar,CLOSELY_RELATED_TO,statistical data type
631,probabilistic context-free grammar,SUBJECT,natural language parsing
632,probabilistic context-free grammar,SUBJECT,bioinformatics
633,probabilistic context-free grammar,SUBJECT,formal languages
634,probabilistic context-free grammar,SUBJECT,statistical natural language processing
635,probabilistic context-free grammar,SUBJECT,language modeling
636,probabilistic context-free grammar,SUBJECT,probabilistic models
637,multilevel model,CLOSELY_RELATED_TO,statistical data type
638,multilevel model,SUBJECT,analysis of variance
639,multilevel model,SUBJECT,statistical models
640,linear regression,CLOSELY_RELATED_TO,statistical data type
641,linear regression,SUBJECT,articles with inconsistent citation formats
642,linear regression,SUBJECT,estimation theory
643,linear regression,SUBJECT,parametric statistics
644,linear regression,SUBJECT,regression analysis
645,random tree (disambiguation),CLOSELY_RELATED_TO,statistical data type
646,random tree (disambiguation),SUBJECT,trees (graph theory)
647,random tree (disambiguation),SUBJECT,probabilistic data structures
648,random tree (disambiguation),SUBJECT,random graphs
649,tree structure,CLOSELY_RELATED_TO,statistical data type
650,tree structure,SUBJECT,trees (data structures)
651,parsing,CLOSELY_RELATED_TO,statistical data type
652,parsing,SUBJECT,parsing
653,parsing,SUBJECT,algorithms on strings
654,parsing,SUBJECT,compiler construction
655,probabilistic context-free grammar,CLOSELY_RELATED_TO,statistical data type
656,probabilistic context-free grammar,SUBJECT,natural language parsing
657,probabilistic context-free grammar,SUBJECT,bioinformatics
658,probabilistic context-free grammar,SUBJECT,formal languages
659,probabilistic context-free grammar,SUBJECT,statistical natural language processing
660,probabilistic context-free grammar,SUBJECT,language modeling
661,probabilistic context-free grammar,SUBJECT,probabilistic models
662,random field,CLOSELY_RELATED_TO,statistical data type
663,random field,SUBJECT,spatial processes
664,random process,CLOSELY_RELATED_TO,statistical data type
665,random process,SUBJECT,statistical data types
666,random process,SUBJECT,statistical models
667,random process,SUBJECT,stochastic processes
668,random process,SUBJECT,telecommunication theory
669,physics,CLOSELY_RELATED_TO,statistical data type
670,physics,SUBJECT,physics
671,statistical mechanics,CLOSELY_RELATED_TO,statistical data type
672,statistical mechanics,SUBJECT,concepts in physics
673,statistical mechanics,SUBJECT,physics
674,statistical mechanics,SUBJECT,statistical mechanics
675,statistical mechanics,SUBJECT,thermodynamics
676,force,CLOSELY_RELATED_TO,statistical data type
677,force,SUBJECT,classical mechanics
678,force,SUBJECT,force
679,force,SUBJECT,natural philosophy
680,force,SUBJECT,physical quantities
681,force,SUBJECT,temporal rates
682,electric field,CLOSELY_RELATED_TO,statistical data type
683,electric field,SUBJECT,electromagnetism
684,electric field,SUBJECT,electrostatics
685,electric field,SUBJECT,physical quantities
686,multilevel model,CLOSELY_RELATED_TO,statistical data type
687,multilevel model,SUBJECT,analysis of variance
688,multilevel model,SUBJECT,statistical models
689,linear regression,CLOSELY_RELATED_TO,statistical data type
690,linear regression,SUBJECT,articles with inconsistent citation formats
691,linear regression,SUBJECT,estimation theory
692,linear regression,SUBJECT,parametric statistics
693,linear regression,SUBJECT,regression analysis
694,random tree (disambiguation),CLOSELY_RELATED_TO,statistical data type
695,random tree (disambiguation),SUBJECT,trees (graph theory)
696,random tree (disambiguation),SUBJECT,probabilistic data structures
697,random tree (disambiguation),SUBJECT,random graphs
698,tree structure,CLOSELY_RELATED_TO,statistical data type
699,tree structure,SUBJECT,trees (data structures)
700,parsing,CLOSELY_RELATED_TO,statistical data type
701,parsing,SUBJECT,parsing
702,parsing,SUBJECT,algorithms on strings
703,parsing,SUBJECT,compiler construction
704,probabilistic context-free grammar,CLOSELY_RELATED_TO,statistical data type
705,probabilistic context-free grammar,SUBJECT,natural language parsing
706,probabilistic context-free grammar,SUBJECT,bioinformatics
707,probabilistic context-free grammar,SUBJECT,formal languages
708,probabilistic context-free grammar,SUBJECT,statistical natural language processing
709,probabilistic context-free grammar,SUBJECT,language modeling
710,probabilistic context-free grammar,SUBJECT,probabilistic models
711,grammar,CLOSELY_RELATED_TO,levels of measurement
712,grammar,SUBJECT,fiction
713,grammar,SUBJECT,grammar
714,grammar,SUBJECT,style (fiction)
715,parts of speech,CLOSELY_RELATED_TO,levels of measurement
716,parts of speech,SUBJECT,grammar
717,parts of speech,SUBJECT,parts of speech
718,power projection,CLOSELY_RELATED_TO,levels of measurement
719,power projection,SUBJECT,international relations
720,power projection,SUBJECT,military logistics
721,power projection,SUBJECT,military strategy
722,taxonomic rank,CLOSELY_RELATED_TO,levels of measurement
723,taxonomic rank,SUBJECT,biology terminology
724,taxonomic rank,SUBJECT,botanical nomenclature
725,taxonomic rank,SUBJECT,plant taxonomy
726,taxonomic rank,SUBJECT,zoological nomenclature
727,taxonomic rank,SUBJECT,taxonomic categories
728,taxonomic rank,SUBJECT,plant taxa by rank
729,software engineering,CLOSELY_RELATED_TO,levels of measurement
730,software engineering,SUBJECT,engineering disciplines
731,software engineering,SUBJECT,software engineering
732,trap (computing),CLOSELY_RELATED_TO,levels of measurement
733,trap (computing),SUBJECT,unix
734,trap (computing),SUBJECT,computing terminology
735,ordinal data,CLOSELY_RELATED_TO,levels of measurement
736,ordinal data,SUBJECT,statistical data types
737,cohen's kappa,SEE_ALSO,levels of measurement
738,cohen's kappa,SUBJECT,inter-rater reliability
739,cohen's kappa,SUBJECT,nonparametric statistics
740,cohen's kappa,SUBJECT,categorical data
741,coherence (units of measurement),SEE_ALSO,levels of measurement
742,coherence (units of measurement),SUBJECT,dimensional analysis
743,coherence (units of measurement),SUBJECT,systems of units
744,hume's principle,SEE_ALSO,levels of measurement
745,hume's principle,SUBJECT,concepts in logic
746,hume's principle,SUBJECT,mathematical principles
747,hume's principle,SUBJECT,philosophy of mathematics
748,hume's principle,SUBJECT,set theory
749,inter-rater reliability,SEE_ALSO,levels of measurement
750,logarithmic scale,SEE_ALSO,levels of measurement
751,logarithmic scale,SUBJECT,logarithmic scales of measurement
752,ramsey–lewis method,SEE_ALSO,levels of measurement
753,set theory,SEE_ALSO,levels of measurement
754,set theory,SUBJECT,formal methods
755,set theory,SUBJECT,mathematical logic
756,set theory,SUBJECT,set theory
757,statistical data type,SEE_ALSO,levels of measurement
758,statistical data type,SUBJECT,statistical data types
759,transition (linguistics),SEE_ALSO,levels of measurement
760,transition (linguistics),SUBJECT,plain english
761,transition (linguistics),SUBJECT,parts of speech
762,contingency table,CLOSELY_RELATED_TO,descriptive statistics
763,contingency table,SUBJECT,independence (probability theory)
764,contingency table,SUBJECT,infographics
765,contingency table,SUBJECT,categorical data
766,contingency tables,CLOSELY_RELATED_TO,descriptive statistics
767,contingency tables,SUBJECT,independence (probability theory)
768,contingency tables,SUBJECT,infographics
769,contingency tables,SUBJECT,categorical data
770,scatterplot,CLOSELY_RELATED_TO,descriptive statistics
771,scatterplot,SUBJECT,quality control tools
772,scatterplot,SUBJECT,statistical charts and diagrams
773,correlation and dependence,CLOSELY_RELATED_TO,descriptive statistics
774,correlation and dependence,SUBJECT,covariance and correlation
775,correlation and dependence,SUBJECT,dimensionless numbers
776,correlation and dependence,SUBJECT,independence (probability theory)
777,conditional distribution,CLOSELY_RELATED_TO,descriptive statistics
778,conditional distribution,SUBJECT,types of probability distributions
779,conditional distribution,SUBJECT,probability theory
780,outline of statistics,CLOSELY_RELATED_TO,descriptive statistics
781,outline of statistics,SUBJECT,statistics-related lists
782,outline of statistics,SUBJECT,mathematics-related lists
783,outline of statistics,SUBJECT,statistics
784,outline of statistics,SUBJECT,wikipedia outlines
785,mean,CLOSELY_RELATED_TO,descriptive statistics
786,mean,SUBJECT,means
787,mean,SUBJECT,theory of probability distributions
788,arithmetic mean,CLOSELY_RELATED_TO,descriptive statistics
789,arithmetic mean,SUBJECT,means
790,geometric mean,CLOSELY_RELATED_TO,descriptive statistics
791,geometric mean,SUBJECT,means
792,harmonic mean,CLOSELY_RELATED_TO,descriptive statistics
793,harmonic mean,SUBJECT,means
794,arithmetic mean,CLOSELY_RELATED_TO,descriptive statistics
795,arithmetic mean,SUBJECT,means
796,geometric mean,CLOSELY_RELATED_TO,descriptive statistics
797,geometric mean,SUBJECT,means
798,harmonic mean,CLOSELY_RELATED_TO,descriptive statistics
799,harmonic mean,SUBJECT,means
800,median,CLOSELY_RELATED_TO,descriptive statistics
801,median,SUBJECT,means
802,median,SUBJECT,robust statistics
803,mode (statistics),CLOSELY_RELATED_TO,descriptive statistics
