,Node1,Relation,Node2
1422,randomization test,SUBJECT,nonparametric statistics
1423,randomization test,SUBJECT,statistical inference
1424,randomization test,SUBJECT,resampling (statistics)
1425,randomization test,CLOSELY_RELATED_TO,descriptive statistics
1426,randomization test,SUBJECT,monte carlo methods
1427,randomization test,SUBJECT,nonparametric statistics
1428,randomization test,SUBJECT,statistical inference
1429,randomization test,SUBJECT,resampling (statistics)
1430,multiple comparisons,CLOSELY_RELATED_TO,descriptive statistics
1431,multiple comparisons,SUBJECT,hypothesis testing
1432,multiple comparisons,SUBJECT,multiple comparisons
1433,uniformly most powerful test,CLOSELY_RELATED_TO,descriptive statistics
1434,uniformly most powerful test,SUBJECT,hypothesis testing
1435,randomization test,CLOSELY_RELATED_TO,descriptive statistics
1436,randomization test,SUBJECT,monte carlo methods
1437,randomization test,SUBJECT,nonparametric statistics
1438,randomization test,SUBJECT,statistical inference
1439,randomization test,SUBJECT,resampling (statistics)
1440,likelihood-ratio test,CLOSELY_RELATED_TO,descriptive statistics
1441,likelihood-ratio test,SUBJECT,statistical ratios
1442,likelihood-ratio test,SUBJECT,statistical tests
1443,likelihood-ratio test,SUBJECT,statistical theory
1444,score test,CLOSELY_RELATED_TO,descriptive statistics
1445,score test,SUBJECT,statistical tests
1446,wald test,CLOSELY_RELATED_TO,descriptive statistics
1447,wald test,SUBJECT,statistical tests
1448,z-test,CLOSELY_RELATED_TO,descriptive statistics
1449,student's t-test,CLOSELY_RELATED_TO,descriptive statistics
1450,f-test,CLOSELY_RELATED_TO,descriptive statistics
1451,chi-squared test,CLOSELY_RELATED_TO,descriptive statistics
1452,chi-squared test,SUBJECT,nonparametric statistics
1453,chi-squared test,SUBJECT,statistical tests
1454,chi-squared test,SUBJECT,categorical data
1455,g-test,CLOSELY_RELATED_TO,descriptive statistics
1456,kolmogorov–smirnov test,CLOSELY_RELATED_TO,descriptive statistics
1457,anderson–darling test,CLOSELY_RELATED_TO,descriptive statistics
1458,lilliefors test,CLOSELY_RELATED_TO,descriptive statistics
1459,lilliefors test,SUBJECT,normality tests
1460,jarque–bera test,CLOSELY_RELATED_TO,descriptive statistics
1461,shapiro–wilk test,CLOSELY_RELATED_TO,descriptive statistics
1462,likelihood-ratio test,CLOSELY_RELATED_TO,descriptive statistics
1463,likelihood-ratio test,SUBJECT,statistical ratios
1464,likelihood-ratio test,SUBJECT,statistical tests
1465,likelihood-ratio test,SUBJECT,statistical theory
1466,model selection,CLOSELY_RELATED_TO,descriptive statistics
1467,model selection,SUBJECT,model selection
1468,model selection,SUBJECT,statistical models
1469,model selection,SUBJECT,statistical theory
1470,model selection,SUBJECT,regression variable selection
1471,cross-validation (statistics),CLOSELY_RELATED_TO,descriptive statistics
1472,akaike information criterion,CLOSELY_RELATED_TO,descriptive statistics
1473,akaike information criterion,SUBJECT,model selection
1474,akaike information criterion,SUBJECT,scientific modeling
1475,akaike information criterion,SUBJECT,regression variable selection
1476,bayesian information criterion,CLOSELY_RELATED_TO,descriptive statistics
1477,bayesian information criterion,SUBJECT,bayesian inference
1478,bayesian information criterion,SUBJECT,model selection
1479,bayesian information criterion,SUBJECT,regression variable selection
1480,cross-validation (statistics),CLOSELY_RELATED_TO,descriptive statistics
1481,akaike information criterion,CLOSELY_RELATED_TO,descriptive statistics
1482,akaike information criterion,SUBJECT,model selection
1483,akaike information criterion,SUBJECT,scientific modeling
1484,akaike information criterion,SUBJECT,regression variable selection
1485,bayesian information criterion,CLOSELY_RELATED_TO,descriptive statistics
1486,bayesian information criterion,SUBJECT,bayesian inference
1487,bayesian information criterion,SUBJECT,model selection
1488,bayesian information criterion,SUBJECT,regression variable selection
1489,cross-validation (statistics),CLOSELY_RELATED_TO,descriptive statistics
1490,akaike information criterion,CLOSELY_RELATED_TO,descriptive statistics
1491,akaike information criterion,SUBJECT,model selection
1492,akaike information criterion,SUBJECT,scientific modeling
1493,akaike information criterion,SUBJECT,regression variable selection
1494,bayesian information criterion,CLOSELY_RELATED_TO,descriptive statistics
1495,bayesian information criterion,SUBJECT,bayesian inference
1496,bayesian information criterion,SUBJECT,model selection
1497,bayesian information criterion,SUBJECT,regression variable selection
1498,sign test,CLOSELY_RELATED_TO,descriptive statistics
1499,sign test,SUBJECT,nonparametric statistics
1500,sign test,SUBJECT,statistical tests
1501,sample median,CLOSELY_RELATED_TO,descriptive statistics
1502,sample median,SUBJECT,means
1503,sample median,SUBJECT,robust statistics
1504,sample median,CLOSELY_RELATED_TO,descriptive statistics
1505,sample median,SUBJECT,means
1506,sample median,SUBJECT,robust statistics
1507,wilcoxon signed-rank test,CLOSELY_RELATED_TO,descriptive statistics
1508,wilcoxon signed-rank test,SUBJECT,nonparametric statistics
1509,wilcoxon signed-rank test,SUBJECT,statistical tests
1510,wilcoxon signed-rank test,SUBJECT,u-statistics
1511,hodges–lehmann estimator,CLOSELY_RELATED_TO,descriptive statistics
1512,hodges–lehmann estimator,CLOSELY_RELATED_TO,descriptive statistics
1513,mann–whitney u test,CLOSELY_RELATED_TO,descriptive statistics
1514,nonparametric statistics,CLOSELY_RELATED_TO,descriptive statistics
1515,nonparametric statistics,SUBJECT,nonparametric statistics
1516,nonparametric statistics,SUBJECT,robust statistics
1517,nonparametric statistics,SUBJECT,statistical inference
1518,analysis of variance,CLOSELY_RELATED_TO,descriptive statistics
1519,analysis of variance,SUBJECT,analysis of variance
1520,analysis of variance,SUBJECT,design of experiments
1521,analysis of variance,SUBJECT,parametric statistics
1522,analysis of variance,SUBJECT,statistical tests
1523,kruskal–wallis one-way analysis of variance,CLOSELY_RELATED_TO,descriptive statistics
1524,friedman test,CLOSELY_RELATED_TO,descriptive statistics
1525,friedman test,SUBJECT,milton friedman
1526,friedman test,SUBJECT,nonparametric statistics
1527,friedman test,SUBJECT,statistical tests
1528,jonckheere's trend test,CLOSELY_RELATED_TO,descriptive statistics
1529,kruskal–wallis one-way analysis of variance,CLOSELY_RELATED_TO,descriptive statistics
1530,friedman test,CLOSELY_RELATED_TO,descriptive statistics
1531,friedman test,SUBJECT,milton friedman
1532,friedman test,SUBJECT,nonparametric statistics
1533,friedman test,SUBJECT,statistical tests
1534,jonckheere's trend test,CLOSELY_RELATED_TO,descriptive statistics
1535,sample median,CLOSELY_RELATED_TO,descriptive statistics
1536,sample median,SUBJECT,means
1537,sample median,SUBJECT,robust statistics
1538,hodges–lehmann estimator,CLOSELY_RELATED_TO,descriptive statistics
1539,kruskal–wallis one-way analysis of variance,CLOSELY_RELATED_TO,descriptive statistics
1540,friedman test,CLOSELY_RELATED_TO,descriptive statistics
1541,friedman test,SUBJECT,milton friedman
1542,friedman test,SUBJECT,nonparametric statistics
1543,friedman test,SUBJECT,statistical tests
1544,jonckheere's trend test,CLOSELY_RELATED_TO,descriptive statistics
1545,bayesian probability,CLOSELY_RELATED_TO,descriptive statistics
1546,bayesian probability,SUBJECT,bayesian statistics
1547,bayesian probability,SUBJECT,justification
1548,bayesian probability,SUBJECT,philosophy of mathematics
1549,bayesian probability,SUBJECT,philosophy of science
1550,bayesian probability,SUBJECT,probability interpretations
1551,prior probability,CLOSELY_RELATED_TO,descriptive statistics
1552,prior probability,SUBJECT,bayesian statistics
1553,prior probability,SUBJECT,probability assessment
1554,posterior probability,CLOSELY_RELATED_TO,descriptive statistics
1555,posterior probability,SUBJECT,bayesian statistics
1556,prior probability,CLOSELY_RELATED_TO,descriptive statistics
1557,prior probability,SUBJECT,bayesian statistics
1558,prior probability,SUBJECT,probability assessment
1559,posterior probability,CLOSELY_RELATED_TO,descriptive statistics
1560,posterior probability,SUBJECT,bayesian statistics
1561,credible interval,CLOSELY_RELATED_TO,descriptive statistics
1562,credible interval,SUBJECT,bayesian statistics
1563,credible interval,SUBJECT,statistical inference
1564,credible interval,SUBJECT,statistical intervals
1565,bayes factor,CLOSELY_RELATED_TO,descriptive statistics
1566,bayes factor,SUBJECT,bayesian inference
1567,bayes factor,SUBJECT,model selection
1568,bayes factor,SUBJECT,statistical ratios
1569,bayes estimator,CLOSELY_RELATED_TO,descriptive statistics
1570,bayes estimator,SUBJECT,bayesian inference
1571,bayes estimator,SUBJECT,bayesian statistics
1572,bayes estimator,SUBJECT,estimation theory
1573,maximum a posteriori estimation,CLOSELY_RELATED_TO,descriptive statistics
1574,maximum a posteriori estimation,CLOSELY_RELATED_TO,descriptive statistics
1575,prior probability,CLOSELY_RELATED_TO,descriptive statistics
1576,prior probability,SUBJECT,bayesian statistics
1577,prior probability,SUBJECT,probability assessment
1578,posterior probability,CLOSELY_RELATED_TO,descriptive statistics
1579,posterior probability,SUBJECT,bayesian statistics
1580,maximum a posteriori estimation,CLOSELY_RELATED_TO,descriptive statistics
1581,correlation and dependence,CLOSELY_RELATED_TO,descriptive statistics
1582,correlation and dependence,SUBJECT,covariance and correlation
1583,correlation and dependence,SUBJECT,dimensionless numbers
1584,correlation and dependence,SUBJECT,independence (probability theory)
1585,regression analysis,CLOSELY_RELATED_TO,descriptive statistics
1586,regression analysis,SUBJECT,actuarial science
1587,regression analysis,SUBJECT,estimation theory
1588,regression analysis,SUBJECT,regression analysis
1589,regression analysis,SUBJECT,statistical methods
1590,pearson product-moment correlation coefficient,CLOSELY_RELATED_TO,descriptive statistics
1591,pearson product-moment correlation coefficient,SUBJECT,statistical ratios
1592,pearson product-moment correlation coefficient,SUBJECT,covariance and correlation
1593,pearson product-moment correlation coefficient,SUBJECT,independence (probability theory)
1594,pearson product-moment correlation coefficient,SUBJECT,parametric statistics
1595,partial correlation,CLOSELY_RELATED_TO,descriptive statistics
1596,partial correlation,SUBJECT,covariance and correlation
1597,partial correlation,SUBJECT,time series analysis
1598,confounding,CLOSELY_RELATED_TO,descriptive statistics
1599,confounding,SUBJECT,causal inference
1600,confounding,SUBJECT,analysis of variance
1601,confounding,SUBJECT,design of experiments
1602,coefficient of determination,CLOSELY_RELATED_TO,descriptive statistics
1603,coefficient of determination,SUBJECT,statistical ratios
1604,coefficient of determination,SUBJECT,regression analysis
1605,coefficient of determination,SUBJECT,least squares
1606,errors and residuals in statistics,CLOSELY_RELATED_TO,descriptive statistics
1607,errors and residuals in statistics,SUBJECT,error
1608,errors and residuals in statistics,SUBJECT,measurement
1609,errors and residuals in statistics,SUBJECT,regression analysis
1610,errors and residuals in statistics,SUBJECT,statistical deviation and dispersion
1611,errors and residuals in statistics,SUBJECT,statistical theory
1612,regression validation,CLOSELY_RELATED_TO,descriptive statistics
1613,regression validation,SUBJECT,regression analysis
1614,regression validation,SUBJECT,statistical inference
1615,regression validation,SUBJECT,statistical models
1616,regression validation,SUBJECT,regression diagnostics
1617,mixed model,CLOSELY_RELATED_TO,descriptive statistics
1618,mixed model,SUBJECT,analysis of variance
1619,mixed model,SUBJECT,regression analysis
1620,mixed model,SUBJECT,statistical methods
1621,simultaneous equations model,CLOSELY_RELATED_TO,descriptive statistics
1622,simultaneous equations model,SUBJECT,multivariate statistics
1623,simultaneous equations model,SUBJECT,simultaneous equation methods (econometrics)
1624,multivariate adaptive regression splines,CLOSELY_RELATED_TO,descriptive statistics
1625,multivariate adaptive regression splines,SUBJECT,machine learning
1626,multivariate adaptive regression splines,SUBJECT,regression analysis
1627,simple linear regression,CLOSELY_RELATED_TO,descriptive statistics
1628,simple linear regression,SUBJECT,estimation theory
1629,simple linear regression,SUBJECT,parametric statistics
1630,simple linear regression,SUBJECT,regression analysis
1631,ordinary least squares,CLOSELY_RELATED_TO,descriptive statistics
1632,ordinary least squares,SUBJECT,estimation theory
1633,ordinary least squares,SUBJECT,parametric statistics
1634,ordinary least squares,SUBJECT,regression analysis
1635,ordinary least squares,SUBJECT,least squares
1636,general linear model,CLOSELY_RELATED_TO,descriptive statistics
1637,general linear model,SUBJECT,multivariate statistics
1638,general linear model,SUBJECT,regression analysis
1639,bayesian linear regression,CLOSELY_RELATED_TO,descriptive statistics
1640,bayesian linear regression,SUBJECT,bayesian inference
1641,bayesian linear regression,SUBJECT,regression analysis
1642,nonlinear regression,CLOSELY_RELATED_TO,descriptive statistics
1643,nonlinear regression,SUBJECT,regression analysis
1644,nonparametric regression,CLOSELY_RELATED_TO,descriptive statistics
1645,nonparametric regression,SUBJECT,nonparametric statistics
1646,nonparametric regression,SUBJECT,regression analysis
1647,nonparametric regression,SUBJECT,nonparametric regression
1648,semiparametric regression,CLOSELY_RELATED_TO,descriptive statistics
1649,semiparametric regression,SUBJECT,nonparametric statistics
1650,semiparametric regression,SUBJECT,regression analysis
1651,isotonic regression,CLOSELY_RELATED_TO,descriptive statistics
1652,isotonic regression,SUBJECT,numerical analysis
1653,isotonic regression,SUBJECT,regression analysis
1654,isotonic regression,SUBJECT,nonparametric bayesian statistics
1655,isotonic regression,SUBJECT,nonparametric regression
1656,robust regression,CLOSELY_RELATED_TO,descriptive statistics
1657,robust regression,SUBJECT,regression analysis
1658,robust regression,SUBJECT,robust statistics
1659,robust regression,SUBJECT,robust regression
1660,heteroscedasticity,CLOSELY_RELATED_TO,descriptive statistics
1661,heteroscedasticity,SUBJECT,regression analysis
1662,heteroscedasticity,SUBJECT,statistical deviation and dispersion
1663,heteroscedasticity,SUBJECT,time series analysis
1664,homoscedasticity,CLOSELY_RELATED_TO,descriptive statistics
1665,homoscedasticity,SUBJECT,statistical deviation and dispersion
1666,exponential family,CLOSELY_RELATED_TO,descriptive statistics
1667,exponential family,SUBJECT,types of probability distributions
1668,exponential family,SUBJECT,continuous distributions
1669,exponential family,SUBJECT,discrete distributions
1670,exponential family,SUBJECT,exponentials
1671,logistic regression,CLOSELY_RELATED_TO,descriptive statistics
1672,logistic regression,SUBJECT,prediction
1673,logistic regression,SUBJECT,regression analysis
1674,logistic regression,SUBJECT,log-linear models
1675,binomial regression,CLOSELY_RELATED_TO,descriptive statistics
1676,binomial regression,SUBJECT,generalized linear models
1677,poisson regression,CLOSELY_RELATED_TO,descriptive statistics
1678,poisson regression,SUBJECT,generalized linear models
1679,poisson regression,SUBJECT,categorical data
1680,analysis of variance,CLOSELY_RELATED_TO,descriptive statistics
1681,analysis of variance,SUBJECT,analysis of variance
1682,analysis of variance,SUBJECT,design of experiments
1683,analysis of variance,SUBJECT,parametric statistics
1684,analysis of variance,SUBJECT,statistical tests
1685,analysis of covariance,CLOSELY_RELATED_TO,descriptive statistics
1686,analysis of covariance,SUBJECT,analysis of variance
1687,analysis of covariance,SUBJECT,covariance and correlation
1688,multivariate analysis of variance,CLOSELY_RELATED_TO,descriptive statistics
1689,multivariate analysis of variance,SUBJECT,analysis of variance
1690,multivariate analysis of variance,SUBJECT,design of experiments
1691,degrees of freedom (statistics),CLOSELY_RELATED_TO,descriptive statistics
1692,degrees of freedom (statistics),SUBJECT,statistical theory
1693,cohen's kappa,CLOSELY_RELATED_TO,descriptive statistics
1694,cohen's kappa,SUBJECT,inter-rater reliability
1695,cohen's kappa,SUBJECT,nonparametric statistics
1696,cohen's kappa,SUBJECT,categorical data
1697,contingency table,CLOSELY_RELATED_TO,descriptive statistics
1698,contingency table,SUBJECT,independence (probability theory)
1699,contingency table,SUBJECT,infographics
1700,contingency table,SUBJECT,categorical data
1701,graphical model,CLOSELY_RELATED_TO,descriptive statistics
1702,graphical model,SUBJECT,bayesian statistics
1703,graphical model,SUBJECT,statistical models
1704,graphical model,SUBJECT,graphical models
1705,poisson regression,CLOSELY_RELATED_TO,descriptive statistics
1706,poisson regression,SUBJECT,generalized linear models
1707,poisson regression,SUBJECT,categorical data
1708,mcnemar's test,CLOSELY_RELATED_TO,descriptive statistics
1709,general linear model,CLOSELY_RELATED_TO,descriptive statistics
1710,general linear model,SUBJECT,multivariate statistics
1711,general linear model,SUBJECT,regression analysis
1712,multivariate analysis of variance,CLOSELY_RELATED_TO,descriptive statistics
1713,multivariate analysis of variance,SUBJECT,analysis of variance
1714,multivariate analysis of variance,SUBJECT,design of experiments
1715,principal component analysis,CLOSELY_RELATED_TO,descriptive statistics
1716,principal component analysis,SUBJECT,multivariate statistics
1717,principal component analysis,SUBJECT,dimension reduction
1718,principal component analysis,SUBJECT,matrix decompositions
1719,canonical correlation,CLOSELY_RELATED_TO,descriptive statistics
1720,canonical correlation,SUBJECT,covariance and correlation
1721,canonical correlation,SUBJECT,multivariate statistics
1722,linear discriminant analysis,CLOSELY_RELATED_TO,descriptive statistics
1723,linear discriminant analysis,SUBJECT,classification algorithms
1724,linear discriminant analysis,SUBJECT,multivariate statistics
1725,linear discriminant analysis,SUBJECT,statistical classification
1726,cluster analysis,CLOSELY_RELATED_TO,descriptive statistics
1727,cluster analysis,SUBJECT,data mining
1728,cluster analysis,SUBJECT,geostatistics
1729,cluster analysis,SUBJECT,cluster analysis
1730,statistical classification,CLOSELY_RELATED_TO,descriptive statistics
1731,statistical classification,SUBJECT,classification algorithms
1732,statistical classification,SUBJECT,machine learning
1733,statistical classification,SUBJECT,statistical classification
1734,structural equation modeling,CLOSELY_RELATED_TO,descriptive statistics
1735,structural equation modeling,SUBJECT,multivariate statistics
1736,structural equation modeling,SUBJECT,psychometrics
1737,structural equation modeling,SUBJECT,regression analysis
1738,structural equation modeling,SUBJECT,statistical methods
1739,structural equation modeling,SUBJECT,structural equation models
1740,structural equation modeling,SUBJECT,latent variable models
1741,structural equation modeling,SUBJECT,graphical models
1742,factor analysis,CLOSELY_RELATED_TO,descriptive statistics
1743,factor analysis,SUBJECT,product management
1744,factor analysis,SUBJECT,educational psychology
1745,factor analysis,SUBJECT,marketing
1746,factor analysis,SUBJECT,multivariate statistics
1747,factor analysis,SUBJECT,psychometrics
1748,factor analysis,SUBJECT,latent variable models
1749,factor analysis,SUBJECT,factor analysis
1750,factor analysis,SUBJECT,quantitative marketing research
1751,factor analysis,CLOSELY_RELATED_TO,descriptive statistics
1752,factor analysis,SUBJECT,product management
1753,factor analysis,SUBJECT,educational psychology
1754,factor analysis,SUBJECT,marketing
1755,factor analysis,SUBJECT,multivariate statistics
1756,factor analysis,SUBJECT,psychometrics
1757,factor analysis,SUBJECT,latent variable models
1758,factor analysis,SUBJECT,factor analysis
1759,factor analysis,SUBJECT,quantitative marketing research
1760,multivariate distribution,CLOSELY_RELATED_TO,descriptive statistics
1761,multivariate distribution,SUBJECT,types of probability distributions
1762,multivariate distribution,SUBJECT,theory of probability distributions
1763,elliptical distribution,CLOSELY_RELATED_TO,descriptive statistics
1764,elliptical distribution,SUBJECT,types of probability distributions
1765,elliptical distribution,SUBJECT,location-scale family probability distributions
1766,elliptical distribution,SUBJECT,multivariate statistics
1767,multivariate normal distribution,CLOSELY_RELATED_TO,descriptive statistics
1768,multivariate normal distribution,SUBJECT,multivariate continuous distributions
1769,multivariate normal distribution,SUBJECT,continuous distributions
1770,multivariate normal distribution,SUBJECT,exponential family distributions
1771,multivariate normal distribution,SUBJECT,normal distribution
1772,multivariate normal distribution,SUBJECT,probability distributions
1773,multivariate normal distribution,SUBJECT,stable distributions
1774,elliptical distribution,CLOSELY_RELATED_TO,descriptive statistics
1775,elliptical distribution,SUBJECT,types of probability distributions
1776,elliptical distribution,SUBJECT,location-scale family probability distributions
1777,elliptical distribution,SUBJECT,multivariate statistics
1778,multivariate normal distribution,CLOSELY_RELATED_TO,descriptive statistics
1779,multivariate normal distribution,SUBJECT,multivariate continuous distributions
1780,multivariate normal distribution,SUBJECT,continuous distributions
1781,multivariate normal distribution,SUBJECT,exponential family distributions
1782,multivariate normal distribution,SUBJECT,normal distribution
1783,multivariate normal distribution,SUBJECT,probability distributions
1784,multivariate normal distribution,SUBJECT,stable distributions
1785,multivariate normal distribution,CLOSELY_RELATED_TO,descriptive statistics
1786,multivariate normal distribution,SUBJECT,multivariate continuous distributions
1787,multivariate normal distribution,SUBJECT,continuous distributions
1788,multivariate normal distribution,SUBJECT,exponential family distributions
1789,multivariate normal distribution,SUBJECT,normal distribution
1790,multivariate normal distribution,SUBJECT,probability distributions
1791,multivariate normal distribution,SUBJECT,stable distributions
1792,factor analysis,CLOSELY_RELATED_TO,descriptive statistics
1793,factor analysis,SUBJECT,product management
1794,factor analysis,SUBJECT,educational psychology
1795,factor analysis,SUBJECT,marketing
1796,factor analysis,SUBJECT,multivariate statistics
1797,factor analysis,SUBJECT,psychometrics
1798,factor analysis,SUBJECT,latent variable models
1799,factor analysis,SUBJECT,factor analysis
1800,factor analysis,SUBJECT,quantitative marketing research
1801,elliptical distribution,CLOSELY_RELATED_TO,descriptive statistics
1802,elliptical distribution,SUBJECT,types of probability distributions
1803,elliptical distribution,SUBJECT,location-scale family probability distributions
1804,elliptical distribution,SUBJECT,multivariate statistics
1805,multivariate normal distribution,CLOSELY_RELATED_TO,descriptive statistics
1806,multivariate normal distribution,SUBJECT,multivariate continuous distributions
1807,multivariate normal distribution,SUBJECT,continuous distributions
1808,multivariate normal distribution,SUBJECT,exponential family distributions
1809,multivariate normal distribution,SUBJECT,normal distribution
1810,multivariate normal distribution,SUBJECT,probability distributions
1811,multivariate normal distribution,SUBJECT,stable distributions
1812,multivariate normal distribution,CLOSELY_RELATED_TO,descriptive statistics
1813,multivariate normal distribution,SUBJECT,multivariate continuous distributions
1814,multivariate normal distribution,SUBJECT,continuous distributions
1815,multivariate normal distribution,SUBJECT,exponential family distributions
1816,multivariate normal distribution,SUBJECT,normal distribution
1817,multivariate normal distribution,SUBJECT,probability distributions
1818,multivariate normal distribution,SUBJECT,stable distributions
1819,multivariate normal distribution,CLOSELY_RELATED_TO,descriptive statistics
1820,multivariate normal distribution,SUBJECT,multivariate continuous distributions
1821,multivariate normal distribution,SUBJECT,continuous distributions
1822,multivariate normal distribution,SUBJECT,exponential family distributions
1823,multivariate normal distribution,SUBJECT,normal distribution
1824,multivariate normal distribution,SUBJECT,probability distributions
1825,multivariate normal distribution,SUBJECT,stable distributions
1826,decomposition of time series,CLOSELY_RELATED_TO,descriptive statistics
1827,decomposition of time series,SUBJECT,time series analysis
1828,trend estimation,CLOSELY_RELATED_TO,descriptive statistics
1829,trend estimation,SUBJECT,statistical forecasting
1830,trend estimation,SUBJECT,estimation theory
1831,trend estimation,SUBJECT,time series analysis
1832,trend estimation,SUBJECT,change detection
1833,stationary process,CLOSELY_RELATED_TO,descriptive statistics
1834,stationary process,SUBJECT,signal processing
1835,stationary process,SUBJECT,stochastic processes
1836,seasonal adjustment,CLOSELY_RELATED_TO,descriptive statistics
1837,seasonal adjustment,SUBJECT,seasonality
1838,exponential smoothing,CLOSELY_RELATED_TO,descriptive statistics
1839,exponential smoothing,SUBJECT,time series analysis
1840,cointegration,CLOSELY_RELATED_TO,descriptive statistics
1841,cointegration,SUBJECT,mathematical finance
1842,cointegration,SUBJECT,time series analysis
1843,structural break,CLOSELY_RELATED_TO,descriptive statistics
1844,structural break,SUBJECT,time series analysis
1845,structural break,SUBJECT,change detection
1846,granger causality,CLOSELY_RELATED_TO,descriptive statistics
1847,granger causality,SUBJECT,causality
1848,granger causality,SUBJECT,time series analysis
1849,dickey–fuller test,CLOSELY_RELATED_TO,descriptive statistics
1850,dickey–fuller test,SUBJECT,statistical tests
1851,dickey–fuller test,SUBJECT,time series analysis
1852,johansen test,CLOSELY_RELATED_TO,descriptive statistics
1853,johansen test,SUBJECT,mathematical finance
1854,johansen test,SUBJECT,statistical tests
1855,johansen test,SUBJECT,time series analysis
1856,ljung–box test,CLOSELY_RELATED_TO,descriptive statistics
1857,durbin–watson statistic,CLOSELY_RELATED_TO,descriptive statistics
1858,breusch–godfrey test,CLOSELY_RELATED_TO,descriptive statistics
1859,autocorrelation,CLOSELY_RELATED_TO,descriptive statistics
1860,autocorrelation,SUBJECT,covariance and correlation
1861,autocorrelation,SUBJECT,regression analysis
1862,autocorrelation,SUBJECT,signal processing
1863,autocorrelation,SUBJECT,time domain analysis
1864,autocorrelation,SUBJECT,time series analysis
1865,partial autocorrelation function,CLOSELY_RELATED_TO,descriptive statistics
1866,partial autocorrelation function,SUBJECT,covariance and correlation
1867,partial autocorrelation function,SUBJECT,time domain analysis
1868,partial autocorrelation function,CLOSELY_RELATED_TO,descriptive statistics
1869,partial autocorrelation function,SUBJECT,covariance and correlation
1870,partial autocorrelation function,SUBJECT,time domain analysis
1871,cross-correlation,CLOSELY_RELATED_TO,descriptive statistics
1872,cross-correlation,SUBJECT,bilinear operators
1873,cross-correlation,SUBJECT,covariance and correlation
1874,cross-correlation,SUBJECT,signal processing
1875,cross-correlation,SUBJECT,time domain analysis
1876,autoregressive–moving-average model,CLOSELY_RELATED_TO,descriptive statistics
1877,autoregressive–moving-average model,SUBJECT,noise
1878,autoregressive–moving-average model,SUBJECT,time series analysis
1879,box–jenkins method,CLOSELY_RELATED_TO,descriptive statistics
1880,autoregressive conditional heteroskedasticity,CLOSELY_RELATED_TO,descriptive statistics
1881,autoregressive conditional heteroskedasticity,SUBJECT,time series analysis
1882,autoregressive conditional heteroskedasticity,SUBJECT,nonlinear time series analysis
1883,vector autoregression,CLOSELY_RELATED_TO,descriptive statistics
1884,vector autoregression,SUBJECT,time series models
1885,vector autoregression,SUBJECT,multivariate time series analysis
1886,partial autocorrelation function,CLOSELY_RELATED_TO,descriptive statistics
1887,partial autocorrelation function,SUBJECT,covariance and correlation
1888,partial autocorrelation function,SUBJECT,time domain analysis
1889,spectral density estimation,CLOSELY_RELATED_TO,descriptive statistics
1890,spectral density estimation,SUBJECT,frequency domain analysis
1891,spectral density estimation,SUBJECT,estimation theory
1892,spectral density estimation,SUBJECT,signal processing
1893,fourier analysis,CLOSELY_RELATED_TO,descriptive statistics
1894,fourier analysis,SUBJECT,digital signal processing
1895,fourier analysis,SUBJECT,fourier analysis
1896,fourier analysis,SUBJECT,integral transforms
1897,fourier analysis,SUBJECT,joseph fourier
1898,fourier analysis,SUBJECT,mathematical physics
1899,fourier analysis,SUBJECT,mathematics of computing
1900,fourier analysis,SUBJECT,time series analysis
1901,wavelet,CLOSELY_RELATED_TO,descriptive statistics
1902,wavelet,SUBJECT,time–frequency analysis
1903,wavelet,SUBJECT,wavelets
1904,wavelet,SUBJECT,signal processing
1905,whittle likelihood,CLOSELY_RELATED_TO,descriptive statistics
1906,whittle likelihood,SUBJECT,estimation theory
1907,whittle likelihood,SUBJECT,signal processing
1908,whittle likelihood,SUBJECT,time series analysis
1909,kaplan–meier estimator,CLOSELY_RELATED_TO,descriptive statistics
1910,proportional hazards model,CLOSELY_RELATED_TO,descriptive statistics
1911,proportional hazards model,SUBJECT,poisson processes
1912,proportional hazards model,SUBJECT,regression analysis
1913,proportional hazards model,SUBJECT,statistical models
1914,proportional hazards model,SUBJECT,survival analysis
1915,accelerated failure time model,CLOSELY_RELATED_TO,descriptive statistics
1916,accelerated failure time model,SUBJECT,survival analysis
1917,first-hitting-time model,CLOSELY_RELATED_TO,descriptive statistics
1918,nelson–aalen estimator,CLOSELY_RELATED_TO,descriptive statistics
1919,log-rank test,CLOSELY_RELATED_TO,descriptive statistics
1920,log-rank test,SUBJECT,statistical tests
1921,log-rank test,SUBJECT,survival analysis
1922,bioinformatics,CLOSELY_RELATED_TO,descriptive statistics
1923,bioinformatics,SUBJECT,bioinformatics
1924,clinical trial,CLOSELY_RELATED_TO,descriptive statistics
1925,clinical trial,SUBJECT,clinical pharmacology
1926,clinical trial,SUBJECT,clinical trials
1927,clinical trial,SUBJECT,drug discovery
1928,clinical trial,SUBJECT,nursing research
1929,clinical trial,SUBJECT,product testing
1930,clinical trial,SUBJECT,pharmaceutical industry
1931,clinical trial,SUBJECT,clinical research
1932,clinical trial,SUBJECT,design of experiments
1933,clinical trial,SUBJECT,epidemiology
1934,clinical trial,SUBJECT,food and drug administration
1935,clinical trial,SUBJECT,medical statistics
1936,clinical study design,CLOSELY_RELATED_TO,descriptive statistics
1937,clinical study design,SUBJECT,design of experiments
1938,clinical study design,SUBJECT,medical statistics
1939,clinical study design,SUBJECT,scientific method
